pair,ts,net_frac,exit_type,hold_min,slots_at_entry,pair_open_at_entry,regime,ts_parsed,fold
ETHUSDT,2026-08-21 23:11:00+00:00,0.0005000000000000001,BE_STOP,19.0,7,4,TREND,2026-08-21 23:11:00+00:00,fold2
XRPUSDT,2026-08-21 23:18:00+00:00,0.004600000000000001,TP,10.0,8,0,TREND,2026-08-21 23:18:00+00:00,fold2
SOLUSDT,2026-08-21 23:22:00+00:00,0.004600000000000001,TP,11.0,8,0,TREND,2026-08-21 23:22:00+00:00,fold2
ETHUSDT,2026-08-21 23:24:00+00:00,0.0005000000000000001,BE_STOP,64.0,6,2,TREND,2026-08-21 23:24:00+00:00,fold2
ETHUSDT,2026-08-21 23:24:00+00:00,0.0005000000000000001,BE_STOP,57.0,8,2,TREND,2026-08-21 23:24:00+00:00,fold2
ETHUSDT,2026-08-21 23:24:00+00:00,0.0005000000000000001,BE_STOP,6.0,8,5,TREND,2026-08-21 23:24:00+00:00,fold2
XRPUSDT,2026-08-21 23:35:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,1,TREND,2026-08-21 23:35:00+00:00,fold2
XRPUSDT,2026-08-21 23:37:00+00:00,0.0005000000000000001,BE_STOP,10.0,7,0,TREND,2026-08-21 23:37:00+00:00,fold2
ETHUSDT,2026-08-21 23:41:00+00:00,0.0005000000000000001,BE_STOP,69.0,6,3,TREND,2026-08-21 23:41:00+00:00,fold2
ETHUSDT,2026-08-21 23:41:00+00:00,0.0005000000000000001,BE_STOP,40.0,8,5,TREND,2026-08-21 23:41:00+00:00,fold2
SOLUSDT,2026-08-21 23:50:00+00:00,0.004600000000000001,TP,15.0,8,0,TREND,2026-08-21 23:50:00+00:00,fold2
SOLUSDT,2026-08-21 23:53:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,1,TREND,2026-08-21 23:53:00+00:00,fold2
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,TP,23.0,7,3,TREND,2026-08-22 00:06:00+00:00,fold2
BTCUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,TP,18.0,8,4,TREND,2026-08-22 00:06:00+00:00,fold2
SOLUSDT,2026-08-22 00:06:00+00:00,0.004600000000000001,TP,13.0,8,0,TREND,2026-08-22 00:06:00+00:00,fold2
BTCUSDT,2026-08-22 00:07:00+00:00,0.004600000000000001,TP,16.0,8,5,TREND,2026-08-22 00:07:00+00:00,fold2
BTCUSDT,2026-08-22 00:56:00+00:00,0.0005000000000000001,BE_STOP,46.0,6,4,TREND,2026-08-22 00:56:00+00:00,fold2
ETHUSDT,2026-08-22 01:08:00+00:00,0.0005000000000000001,BE_STOP,12.0,8,3,TREND,2026-08-22 01:08:00+00:00,fold2
ETHUSDT,2026-08-22 02:37:00+00:00,0.0005000000000000001,BE_STOP,138.0,8,2,TREND,2026-08-22 02:37:00+00:00,fold2
XRPUSDT,2026-08-22 02:45:00+00:00,0.006067255858369261,TP,8.0,8,0,TREND,2026-08-22 02:45:00+00:00,fold2
NEARUSDT,2026-08-22 03:13:00+00:00,0.005297459584295658,TP,28.0,8,0,TREND,2026-08-22 03:13:00+00:00,fold2
XRPUSDT,2026-08-22 03:17:00+00:00,0.004600000000000001,TP,4.0,8,0,TREND,2026-08-22 03:17:00+00:00,fold2
NEARUSDT,2026-08-22 03:28:00+00:00,0.004600000000000001,TP,8.0,8,0,TREND,2026-08-22 03:28:00+00:00,fold2
XRPUSDT,2026-08-22 03:42:00+00:00,0.0005000000000000001,BE_STOP,13.0,8,0,TREND,2026-08-22 03:42:00+00:00,fold2
NEARUSDT,2026-08-22 03:48:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,0,TREND,2026-08-22 03:48:00+00:00,fold2
NEARUSDT,2026-08-22 04:11:00+00:00,0.004600000000000001,TP,19.0,8,0,TREND,2026-08-22 04:11:00+00:00,fold2
NEARUSDT,2026-08-22 04:27:00+00:00,0.004600000000000001,TP,15.0,8,0,TREND,2026-08-22 04:27:00+00:00,fold2
XRPUSDT,2026-08-22 04:31:00+00:00,0.0058072072072072305,TP,4.0,8,0,TREND,2026-08-22 04:31:00+00:00,fold2
ETHUSDT,2026-08-22 04:40:00+00:00,0.0005000000000000001,BE_STOP,212.0,8,3,TREND,2026-08-22 04:40:00+00:00,fold2
NEARUSDT,2026-08-22 04:45:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,1,TREND,2026-08-22 04:45:00+00:00,fold2
NEARUSDT,2026-08-22 04:49:00+00:00,0.0005000000000000001,BE_STOP,17.0,8,0,TREND,2026-08-22 04:49:00+00:00,fold2
XRPUSDT,2026-08-22 04:51:00+00:00,0.008495047272096396,TP,6.0,8,0,TREND,2026-08-22 04:51:00+00:00,fold2
XRPUSDT,2026-08-22 05:00:00+00:00,0.008368421052631556,TP,7.0,8,0,TREND,2026-08-22 05:00:00+00:00,fold2
XRPUSDT,2026-08-22 05:06:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,0,TREND,2026-08-22 05:06:00+00:00,fold2
XRPUSDT,2026-08-22 05:08:00+00:00,-0.0414,MAE_KILL,2.0,8,0,TREND,2026-08-22 05:08:00+00:00,fold2
ETHUSDT,2026-08-22 05:09:00+00:00,0.004600000000000001,TP,295.0,7,1,TREND,2026-08-22 05:09:00+00:00,fold2
SOLUSDT,2026-08-22 05:09:00+00:00,-0.0414,MAE_KILL,20.0,8,0,TREND,2026-08-22 05:09:00+00:00,fold2
ETHUSDT,2026-08-22 05:10:00+00:00,-0.0414,MAE_KILL,416.0,5,2,TREND,2026-08-22 05:10:00+00:00,fold2
BTCUSDT,2026-08-22 05:10:00+00:00,0.004600000000000001,TP,302.0,5,3,TREND,2026-08-22 05:10:00+00:00,fold2
XRPUSDT,2026-08-22 05:13:00+00:00,0.04590468897355615,TP,1.0,4,0,TREND,2026-08-22 05:13:00+00:00,fold2
ETHUSDT,2026-08-22 05:42:00+00:00,0.00467535816803283,TP,8.0,5,1,TREND,2026-08-22 05:42:00+00:00,fold2
ETHUSDT,2026-08-22 05:47:00+00:00,0.0005000000000000001,BE_STOP,9.0,6,2,TREND,2026-08-22 05:47:00+00:00,fold2
ETHUSDT,2026-08-22 06:23:00+00:00,0.0005000000000000001,BE_STOP,37.0,7,3,TREND,2026-08-22 06:23:00+00:00,fold2
ETHUSDT,2026-08-22 06:31:00+00:00,0.004600000000000001,TP,47.0,6,2,TREND,2026-08-22 06:31:00+00:00,fold2
ETHUSDT,2026-08-22 06:32:00+00:00,0.004825055259707342,TP,61.0,4,0,TREND,2026-08-22 06:32:00+00:00,fold2
ETHUSDT,2026-08-22 07:09:00+00:00,0.0005000000000000001,BE_STOP,77.0,7,3,TREND,2026-08-22 07:09:00+00:00,fold2
ETHUSDT,2026-08-22 07:09:00+00:00,0.0005000000000000001,BE_STOP,70.0,8,4,TREND,2026-08-22 07:09:00+00:00,fold2
ETHUSDT,2026-08-22 07:10:00+00:00,0.0005000000000000001,BE_STOP,45.0,8,4,TREND,2026-08-22 07:10:00+00:00,fold2
ETHUSDT,2026-08-22 07:20:00+00:00,0.0005000000000000001,BE_STOP,6.0,6,2,TREND,2026-08-22 07:20:00+00:00,fold2
ETHUSDT,2026-08-22 08:37:00+00:00,0.004600000000000001,TP,79.0,7,3,TREND,2026-08-22 08:37:00+00:00,fold2
ETHUSDT,2026-08-22 08:44:00+00:00,0.0005000000000000001,BE_STOP,131.0,7,3,TREND,2026-08-22 08:44:00+00:00,fold2
ETHUSDT,2026-08-22 08:44:00+00:00,0.0005000000000000001,BE_STOP,129.0,8,4,TREND,2026-08-22 08:44:00+00:00,fold2
BTCUSDT,2026-08-22 09:59:00+00:00,0.0005000000000000001,BE_STOP,82.0,8,3,TREND,2026-08-22 09:59:00+00:00,fold2
BTCUSDT,2026-08-22 09:59:00+00:00,0.0005000000000000001,BE_STOP,73.0,7,4,TREND,2026-08-22 09:59:00+00:00,fold2
BTCUSDT,2026-08-22 10:13:00+00:00,0.004600000000000001,TP,85.0,8,5,TREND,2026-08-22 10:13:00+00:00,fold2
BTCUSDT,2026-08-22 10:17:00+00:00,0.0005000000000000001,BE_STOP,13.0,7,4,TREND,2026-08-22 10:17:00+00:00,fold2
BTCUSDT,2026-08-22 10:28:00+00:00,0.0005000000000000001,BE_STOP,18.0,8,5,TREND,2026-08-22 10:28:00+00:00,fold2
NEARUSDT,2026-08-22 19:34:00+00:00,0.004600000000000001,TP,7.0,6,0,TREND,2026-08-22 19:34:00+00:00,fold2
NEARUSDT,2026-08-22 19:37:00+00:00,0.004600000000000001,TP,2.0,6,0,TREND,2026-08-22 19:37:00+00:00,fold2
NEARUSDT,2026-08-22 20:14:00+00:00,0.0005000000000000001,BE_STOP,32.0,8,2,TREND,2026-08-22 20:14:00+00:00,fold2
NEARUSDT,2026-08-22 21:04:00+00:00,-0.0264,MAE_KILL,86.0,6,0,TREND,2026-08-22 21:04:00+00:00,fold2
NEARUSDT,2026-08-22 21:04:00+00:00,-0.0264,MAE_KILL,84.0,7,1,TREND,2026-08-22 21:04:00+00:00,fold2
XRPUSDT,2026-08-22 21:14:00+00:00,0.004600000000000001,TP,9.0,7,0,TREND,2026-08-22 21:14:00+00:00,fold2
XRPUSDT,2026-08-22 21:14:00+00:00,0.004600000000000001,TP,7.0,8,1,TREND,2026-08-22 21:14:00+00:00,fold2
NEARUSDT,2026-08-23 04:18:00+00:00,0.0005000000000000001,BE_STOP,28.0,8,1,TREND,2026-08-23 04:18:00+00:00,fold2
NEARUSDT,2026-08-23 04:37:00+00:00,0.0005000000000000001,BE_STOP,54.0,7,0,TREND,2026-08-23 04:37:00+00:00,fold2
ETHUSDT,2026-08-23 05:05:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,3,TREND,2026-08-23 05:05:00+00:00,fold2
ETHUSDT,2026-08-23 05:09:00+00:00,0.004600000000000001,TP,4.0,8,4,TREND,2026-08-23 05:09:00+00:00,fold2
ETHUSDT,2026-08-23 05:12:00+00:00,0.0005000000000000001,BE_STOP,9.0,8,4,TREND,2026-08-23 05:12:00+00:00,fold2
BTCUSDT,2026-08-23 05:14:00+00:00,-0.0414,MAE_KILL,2655.0,4,0,TREND,2026-08-23 05:14:00+00:00,fold2
BTCUSDT,2026-08-23 05:14:00+00:00,0.004600000000000001,TP,2.0,8,3,TREND,2026-08-23 05:14:00+00:00,fold2
ETHUSDT,2026-08-23 05:17:00+00:00,0.004600000000000001,TP,8.0,8,4,TREND,2026-08-23 05:17:00+00:00,fold2
BTCUSDT,2026-08-23 05:17:00+00:00,0.004600000000000001,TP,2.0,7,2,TREND,2026-08-23 05:17:00+00:00,fold2
BTCUSDT,2026-08-23 06:14:00+00:00,0.0005000000000000001,BE_STOP,53.0,8,3,TREND,2026-08-23 06:14:00+00:00,fold2
XRPUSDT,2026-08-23 06:23:00+00:00,0.0005000000000000001,BE_STOP,5.0,8,0,TREND,2026-08-23 06:23:00+00:00,fold2
XRPUSDT,2026-08-23 06:38:00+00:00,0.0005000000000000001,BE_STOP,15.0,8,0,TREND,2026-08-23 06:38:00+00:00,fold2
ETHUSDT,2026-08-23 07:22:00+00:00,0.0005000000000000001,BE_STOP,44.0,8,4,TREND,2026-08-23 07:22:00+00:00,fold2
SOLUSDT,2026-08-23 08:11:00+00:00,0.0005000000000000001,BE_STOP,47.0,8,0,TREND,2026-08-23 08:11:00+00:00,fold2
BTCUSDT,2026-08-23 10:06:00+00:00,0.004600000000000001,TP,115.0,8,3,TREND,2026-08-23 10:06:00+00:00,fold2
NEARUSDT,2026-08-23 10:08:00+00:00,0.004600000000000001,TP,1.0,8,0,TREND,2026-08-23 10:08:00+00:00,fold2
NEARUSDT,2026-08-23 10:34:00+00:00,0.004600000000000001,TP,23.0,8,0,TREND,2026-08-23 10:34:00+00:00,fold2
NEARUSDT,2026-08-23 10:43:00+00:00,0.004600000000000001,TP,6.0,8,0,TREND,2026-08-23 10:43:00+00:00,fold2
NEARUSDT,2026-08-23 11:09:00+00:00,0.0005000000000000001,BE_STOP,25.0,8,0,TREND,2026-08-23 11:09:00+00:00,fold2
ETHUSDT,2026-08-23 11:21:00+00:00,0.004600000000000001,TP,11.0,8,4,TREND,2026-08-23 11:21:00+00:00,fold2
ETHUSDT,2026-08-23 13:18:00+00:00,0.004600000000000001,TP,1793.0,7,3,TREND,2026-08-23 13:18:00+00:00,fold2
ETHUSDT,2026-08-23 13:18:00+00:00,0.004600000000000001,TP,1790.0,8,4,TREND,2026-08-23 13:18:00+00:00,fold2
ETHUSDT,2026-08-23 13:18:00+00:00,0.004600000000000001,TP,1024.0,8,2,TREND,2026-08-23 13:18:00+00:00,fold2
ETHUSDT,2026-08-23 13:18:00+00:00,-0.0414,MAE_KILL,481.0,6,3,TREND,2026-08-23 13:18:00+00:00,fold2
BTCUSDT,2026-08-23 13:19:00+00:00,0.004600000000000001,TP,117.0,8,3,TREND,2026-08-23 13:19:00+00:00,fold2
NEARUSDT,2026-08-23 13:36:00+00:00,0.004600000000000001,TP,12.0,6,0,TREND,2026-08-23 13:36:00+00:00,fold2
SOLUSDT,2026-08-23 14:06:00+00:00,0.0005000000000000001,BE_STOP,44.0,5,0,TREND,2026-08-23 14:06:00+00:00,fold2
ETHUSDT,2026-08-23 14:07:00+00:00,0.0005000000000000001,BE_STOP,38.0,8,0,TREND,2026-08-23 14:07:00+00:00,fold2
ETHUSDT,2026-08-23 14:07:00+00:00,0.0005000000000000001,BE_STOP,30.0,8,1,TREND,2026-08-23 14:07:00+00:00,fold2
XRPUSDT,2026-08-23 14:11:00+00:00,0.004600000000000001,TP,5.0,8,0,TREND,2026-08-23 14:11:00+00:00,fold2
NEARUSDT,2026-08-23 14:16:00+00:00,0.0005000000000000001,BE_STOP,3.0,7,0,TREND,2026-08-23 14:16:00+00:00,fold2
BTCUSDT,2026-08-23 14:42:00+00:00,0.004600000000000001,TP,34.0,7,5,TREND,2026-08-23 14:42:00+00:00,fold2
XRPUSDT,2026-08-23 14:42:00+00:00,-0.0414,MAE_KILL,27.0,8,0,TREND,2026-08-23 14:42:00+00:00,fold2
ETHUSDT,2026-08-23 19:50:00+00:00,0.0005000000000000001,BE_STOP,8.0,7,0,TREND,2026-08-23 19:50:00+00:00,fold2
ETHUSDT,2026-08-23 21:04:00+00:00,0.004600000000000001,TP,76.0,8,1,TREND,2026-08-23 21:04:00+00:00,fold2
ETHUSDT,2026-08-23 21:04:00+00:00,0.004600000000000001,TP,74.0,8,1,TREND,2026-08-23 21:04:00+00:00,fold2
NEARUSDT,2026-08-23 21:17:00+00:00,0.0005000000000000001,BE_STOP,2.0,8,1,TREND,2026-08-23 21:17:00+00:00,fold2
BTCUSDT,2026-08-23 21:20:00+00:00,0.004600000000000001,TP,473.0,7,4,TREND,2026-08-23 21:20:00+00:00,fold2
BTCUSDT,2026-08-23 21:22:00+00:00,0.004600000000000001,TP,482.0,4,3,TREND,2026-08-23 21:22:00+00:00,fold2
NEARUSDT,2026-08-23 21:24:00+00:00,0.0005000000000000001,BE_STOP,4.0,8,2,TREND,2026-08-23 21:24:00+00:00,fold2
BTCUSDT,2026-08-23 21:29:00+00:00,0.004600000000000001,TP,432.0,8,6,TREND,2026-08-23 21:29:00+00:00,fold2
NEARUSDT,2026-08-23 21:36:00+00:00,0.0005000000000000001,BE_STOP,19.0,8,1,TREND,2026-08-23 21:36:00+00:00,fold2
NEARUSDT,2026-08-23 21:45:00+00:00,0.004600000000000001,TP,32.0,7,0,TREND,2026-08-23 21:45:00+00:00,fold2
NEARUSDT,2026-08-23 21:45:00+00:00,0.004600000000000001,TP,13.0,8,2,TREND,2026-08-23 21:45:00+00:00,fold2
NEARUSDT,2026-08-23 21:45:00+00:00,0.004600000000000001,TP,7.0,8,2,TREND,2026-08-23 21:45:00+00:00,fold2
NEARUSDT,2026-08-23 21:58:00+00:00,0.004679329569262468,TP,8.0,7,1,TREND,2026-08-23 21:58:00+00:00,fold2
NEARUSDT,2026-08-23 21:58:00+00:00,0.004600000000000001,TP,5.0,8,2,TREND,2026-08-23 21:58:00+00:00,fold2
BTCUSDT,2026-08-23 23:23:00+00:00,-0.016286807112402088,MAX_AGE,2880.0,8,1,TREND,2026-08-23 23:23:00+00:00,fold2
BTCUSDT,2026-08-23 23:25:00+00:00,-0.015736698665954195,MAX_AGE,2880.0,6,2,TREND,2026-08-23 23:25:00+00:00,fold2
NEARUSDT,2026-08-24 00:14:00+00:00,0.004600000000000001,TP,148.0,6,0,TREND,2026-08-24 00:14:00+00:00,fold2
BTCUSDT,2026-08-24 11:37:00+00:00,0.004600000000000001,TP,850.0,7,4,TREND,2026-08-24 11:37:00+00:00,fold2
BTCUSDT,2026-08-24 11:40:00+00:00,0.004600000000000001,TP,850.0,7,4,TREND,2026-08-24 11:40:00+00:00,fold2
BTCUSDT,2026-08-24 12:51:00+00:00,-0.0414,MAE_KILL,1892.0,7,2,TREND,2026-08-24 12:51:00+00:00,fold2
BTCUSDT,2026-08-24 12:51:00+00:00,0.004600000000000001,TP,8.0,2,1,TREND,2026-08-24 12:51:00+00:00,fold2
BTCUSDT,2026-08-24 12:57:00+00:00,0.004600000000000001,TP,10.0,3,2,TREND,2026-08-24 12:57:00+00:00,fold2
BTCUSDT,2026-08-24 13:01:00+00:00,0.0005000000000000001,BE_STOP,9.0,2,1,TREND,2026-08-24 13:01:00+00:00,fold2
BTCUSDT,2026-08-24 13:16:00+00:00,0.0005000000000000001,BE_STOP,16.0,3,2,TREND,2026-08-24 13:16:00+00:00,fold2
BTCUSDT,2026-08-24 13:16:00+00:00,0.0005000000000000001,BE_STOP,14.0,3,2,TREND,2026-08-24 13:16:00+00:00,fold2
BTCUSDT,2026-08-24 13:16:00+00:00,0.0005000000000000001,BE_STOP,12.0,4,3,TREND,2026-08-24 13:16:00+00:00,fold2
BTCUSDT,2026-08-24 13:33:00+00:00,0.004600000000000001,TP,12.0,6,5,TREND,2026-08-24 13:33:00+00:00,fold2
BTCUSDT,2026-08-24 13:40:00+00:00,0.004600000000000001,TP,23.0,4,3,TREND,2026-08-24 13:40:00+00:00,fold2
BTCUSDT,2026-08-24 13:40:00+00:00,0.004600000000000001,TP,21.0,5,4,TREND,2026-08-24 13:40:00+00:00,fold2
BTCUSDT,2026-08-24 13:40:00+00:00,0.004600000000000001,TP,16.0,7,6,TREND,2026-08-24 13:40:00+00:00,fold2
BTCUSDT,2026-08-24 13:40:00+00:00,0.004600000000000001,TP,13.0,8,7,TREND,2026-08-24 13:40:00+00:00,fold2
BTCUSDT,2026-08-24 13:42:00+00:00,0.004600000000000001,TP,9.0,8,7,TREND,2026-08-24 13:42:00+00:00,fold2
BTCUSDT,2026-08-24 13:45:00+00:00,0.004600000000000001,TP,4.0,5,4,TREND,2026-08-24 13:45:00+00:00,fold2
BTCUSDT,2026-08-24 14:23:00+00:00,0.004600000000000001,TP,71.0,5,4,TREND,2026-08-24 14:23:00+00:00,fold2
BTCUSDT,2026-08-24 14:24:00+00:00,0.0005000000000000001,BE_STOP,87.0,2,1,TREND,2026-08-24 14:24:00+00:00,fold2
BTCUSDT,2026-08-24 14:24:00+00:00,0.0005000000000000001,BE_STOP,70.0,6,5,TREND,2026-08-24 14:24:00+00:00,fold2
BTCUSDT,2026-08-24 15:37:00+00:00,0.0005000000000000001,BE_STOP,55.0,1,0,TREND,2026-08-24 15:37:00+00:00,fold2
BTCUSDT,2026-08-24 15:38:00+00:00,0.0005000000000000001,BE_STOP,51.0,2,1,TREND,2026-08-24 15:38:00+00:00,fold2
BTCUSDT,2026-08-24 15:46:00+00:00,0.0005000000000000001,BE_STOP,53.0,3,2,TREND,2026-08-24 15:46:00+00:00,fold2
BTCUSDT,2026-08-24 15:46:00+00:00,0.0005000000000000001,BE_STOP,51.0,4,3,TREND,2026-08-24 15:46:00+00:00,fold2
NEARUSDT,2026-08-24 20:42:00+00:00,0.0005000000000000001,BE_STOP,8.0,4,0,TREND,2026-08-24 20:42:00+00:00,fold2
ETHUSDT,2026-08-24 21:20:00+00:00,0.0005000000000000001,BE_STOP,41.0,6,3,TREND,2026-08-24 21:20:00+00:00,fold2
ETHUSDT,2026-08-24 21:45:00+00:00,0.004600000000000001,TP,69.0,5,2,TREND,2026-08-24 21:45:00+00:00,fold2
ETHUSDT,2026-08-24 21:45:00+00:00,0.004600000000000001,TP,64.0,7,4,TREND,2026-08-24 21:45:00+00:00,fold2
SOLUSDT,2026-08-24 22:34:00+00:00,0.004600000000000001,TP,3.0,4,0,TREND,2026-08-24 22:34:00+00:00,fold2
SOLUSDT,2026-08-24 22:58:00+00:00,0.0005000000000000001,BE_STOP,5.0,7,3,TREND,2026-08-24 22:58:00+00:00,fold2
XRPUSDT,2026-08-24 23:05:00+00:00,0.0005000000000000001,BE_STOP,155.0,2,0,TREND,2026-08-24 23:05:00+00:00,fold2
SOLUSDT,2026-08-24 23:06:00+00:00,0.0005000000000000001,BE_STOP,19.0,6,2,TREND,2026-08-24 23:06:00+00:00,fold2
SOLUSDT,2026-08-24 23:25:00+00:00,0.004600000000000001,TP,16.0,8,5,TREND,2026-08-24 23:25:00+00:00,fold2
SOLUSDT,2026-08-24 23:28:00+00:00,0.0005000000000000001,BE_STOP,47.0,5,1,TREND,2026-08-24 23:28:00+00:00,fold2
SOLUSDT,2026-08-24 23:49:00+00:00,0.0005000000000000001,BE_STOP,70.0,4,0,TREND,2026-08-24 23:49:00+00:00,fold2
SOLUSDT,2026-08-25 00:05:00+00:00,0.0005000000000000001,BE_STOP,19.0,8,5,TREND,2026-08-25 00:05:00+00:00,fold2
SOLUSDT,2026-08-25 00:07:00+00:00,0.004600000000000001,TP,23.0,7,4,TREND,2026-08-25 00:07:00+00:00,fold2
SOLUSDT,2026-08-25 00:07:00+00:00,0.004600000000000001,TP,10.0,8,5,TREND,2026-08-25 00:07:00+00:00,fold2
SOLUSDT,2026-08-25 00:07:00+00:00,0.004600000000000001,TP,2.0,8,5,TREND,2026-08-25 00:07:00+00:00,fold2
SOLUSDT,2026-08-25 00:11:00+00:00,0.004600000000000001,TP,2.0,6,3,TREND,2026-08-25 00:11:00+00:00,fold2
SOLUSDT,2026-08-25 00:13:00+00:00,-0.0414,MAE_KILL,76.0,8,4,TREND,2026-08-25 00:13:00+00:00,fold2
SOLUSDT,2026-08-25 00:13:00+00:00,-0.0414,MAE_KILL,71.0,8,4,TREND,2026-08-25 00:13:00+00:00,fold2
SOLUSDT,2026-08-25 00:13:00+00:00,-0.0414,MAE_KILL,68.0,8,5,TREND,2026-08-25 00:13:00+00:00,fold2
SOLUSDT,2026-08-25 00:27:00+00:00,0.0005000000000000001,BE_STOP,12.0,4,1,TREND,2026-08-25 00:27:00+00:00,fold2
SOLUSDT,2026-08-25 00:27:00+00:00,0.0005000000000000001,BE_STOP,5.0,6,3,TREND,2026-08-25 00:27:00+00:00,fold2
SOLUSDT,2026-08-25 00:27:00+00:00,0.0005000000000000001,BE_STOP,3.0,7,4,TREND,2026-08-25 00:27:00+00:00,fold2
SOLUSDT,2026-08-25 00:29:00+00:00,0.0005000000000000001,BE_STOP,12.0,5,2,TREND,2026-08-25 00:29:00+00:00,fold2
SOLUSDT,2026-08-25 00:40:00+00:00,0.0075994301459878,TP,27.0,3,0,TREND,2026-08-25 00:40:00+00:00,fold2
SOLUSDT,2026-08-25 00:40:00+00:00,0.004600000000000001,TP,4.0,4,1,TREND,2026-08-25 00:40:00+00:00,fold2
SOLUSDT,2026-08-25 01:04:00+00:00,0.0063195877217558614,TP,12.0,5,2,TREND,2026-08-25 01:04:00+00:00,fold2
SOLUSDT,2026-08-25 01:05:00+00:00,0.0005000000000000001,BE_STOP,18.0,3,0,TREND,2026-08-25 01:05:00+00:00,fold2
SOLUSDT,2026-08-25 01:05:00+00:00,0.0005000000000000001,BE_STOP,10.0,6,3,TREND,2026-08-25 01:05:00+00:00,fold2
SOLUSDT,2026-08-25 01:10:00+00:00,0.0005000000000000001,BE_STOP,21.0,4,1,TREND,2026-08-25 01:10:00+00:00,fold2
NEARUSDT,2026-08-25 01:12:00+00:00,0.004600000000000001,TP,1.0,8,1,TREND,2026-08-25 01:12:00+00:00,fold2
SOLUSDT,2026-08-25 01:33:00+00:00,0.0005000000000000001,BE_STOP,24.0,8,1,TREND,2026-08-25 01:33:00+00:00,fold2
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,79.0,7,0,TREND,2026-08-25 02:17:00+00:00,fold2
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,73.0,8,1,TREND,2026-08-25 02:17:00+00:00,fold2
BTCUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,70.0,7,2,TREND,2026-08-25 02:17:00+00:00,fold2
ETHUSDT,2026-08-25 02:17:00+00:00,0.004600000000000001,TP,44.0,8,2,TREND,2026-08-25 02:17:00+00:00,fold2
NEARUSDT,2026-08-25 02:18:00+00:00,0.004600000000000001,TP,78.0,8,0,TREND,2026-08-25 02:18:00+00:00,fold2
BTCUSDT,2026-08-25 02:44:00+00:00,0.0005000000000000001,BE_STOP,14.0,4,1,TREND,2026-08-25 02:44:00+00:00,fold2
BTCUSDT,2026-08-25 02:44:00+00:00,0.0005000000000000001,BE_STOP,12.0,5,2,TREND,2026-08-25 02:44:00+00:00,fold2
BTCUSDT,2026-08-25 02:44:00+00:00,0.0005000000000000001,BE_STOP,9.0,6,3,TREND,2026-08-25 02:44:00+00:00,fold2
XRPUSDT,2026-08-25 03:49:00+00:00,0.004600000000000001,TP,52.0,8,1,TREND,2026-08-25 03:49:00+00:00,fold2
BTCUSDT,2026-08-25 03:52:00+00:00,0.0005000000000000001,BE_STOP,57.0,7,3,TREND,2026-08-25 03:52:00+00:00,fold2
BTCUSDT,2026-08-25 04:00:00+00:00,0.0005000000000000001,BE_STOP,68.0,6,2,TREND,2026-08-25 04:00:00+00:00,fold2
BTCUSDT,2026-08-25 04:03:00+00:00,0.0005000000000000001,BE_STOP,11.0,8,4,TREND,2026-08-25 04:03:00+00:00,fold2
BTCUSDT,2026-08-25 04:11:00+00:00,0.0005000000000000001,BE_STOP,21.0,8,4,TREND,2026-08-25 04:11:00+00:00,fold2
BTCUSDT,2026-08-25 06:25:00+00:00,0.0005000000000000001,BE_STOP,56.0,6,2,TREND,2026-08-25 06:25:00+00:00,fold2
XRPUSDT,2026-08-25 07:49:00+00:00,-0.0414,MAE_KILL,312.0,7,0,TREND,2026-08-25 07:49:00+00:00,fold2
BTCUSDT,2026-08-25 07:52:00+00:00,0.0005000000000000001,BE_STOP,396.0,8,3,TREND,2026-08-25 07:52:00+00:00,fold2
XRPUSDT,2026-08-25 08:39:00+00:00,0.0005000000000000001,BE_STOP,21.0,6,0,TREND,2026-08-25 08:39:00+00:00,fold2
NEARUSDT,2026-08-25 12:09:00+00:00,0.0005000000000000001,BE_STOP,117.0,8,0,TREND,2026-08-25 12:09:00+00:00,fold2
ETHUSDT,2026-08-25 12:28:00+00:00,0.0005000000000000001,BE_STOP,960.0,1,0,TREND,2026-08-25 12:28:00+00:00,fold2
ETHUSDT,2026-08-25 12:28:00+00:00,0.0005000000000000001,BE_STOP,956.0,3,1,TREND,2026-08-25 12:28:00+00:00,fold2
XRPUSDT,2026-08-25 12:40:00+00:00,0.004600000000000001,TP,8.0,8,3,TREND,2026-08-25 12:40:00+00:00,fold2
BTCUSDT,2026-08-25 13:24:00+00:00,0.0005000000000000001,BE_STOP,56.0,7,3,TREND,2026-08-25 13:24:00+00:00,fold2
BTCUSDT,2026-08-25 13:33:00+00:00,0.0005000000000000001,BE_STOP,52.0,8,4,TREND,2026-08-25 13:33:00+00:00,fold2
SOLUSDT,2026-08-25 13:46:00+00:00,0.004600000000000001,TP,13.0,8,0,TREND,2026-08-25 13:46:00+00:00,fold2
